service_request_id,service_code,service_notice,requested_datetime,text,agency_responsible,service_name,lat,long,media_url
1pfj8d18g10lrb7f0dip,2992,2020-05-16T18:24:56+03:00,2020-05-19T15:30:01+03:00,"Tutkimusalus Arandan laituripaikassa Tammasaarenlaiturissa Kaapelin kohdalla on pitkään ollut työmaa-aita. Onko se luvaton? Vaikka alus on välillä poissa, niin aita pysyy. Aranda laiturissa olisi ilman aitaa vieläkin hienompi komistus. Aita  on ruma arvokkaalla paikalla. Suosittu silakankalastus myös rajoittuu (siltaremonttikin on estänyt kalastusta).",Kaupunkiympäristö,,60.1616516,24.9026069,
34pu3k6ldnm9g0vo7lev,2806,2020-05-05T15:46:44+03:00,2020-05-08T11:59:26+03:00,"Tutustuimme Mustavuoren historialliseen nähtävyyteen, kalliosola on täynnä törkyä! Ei kai täällä asuta?",Kaupunkiympäristö,City environment,60.2456642,25.1436109,https://asiointi.hel.fi/palautews/rest/v1/attachment/flu8qht87lidsbf4utkn.jpg
3r14jchiqa8ih6vs1jgh,2809,2020-02-18T17:50:39+02:00,2020-02-25T12:35:02+02:00,"Tuuli on reponyt Saukonpaaden puistossa istutusta kaneilta suojaavan verkon osittain pois paikaltaan. Korjataanko vielä täksi talveksi?",Kaupunkiympäristö,General and other feedback,60.1582635,24.9091175,https://asiointi.hel.fi/palautews/rest/v1/attachment/23dev3o7degkpsv7ngda.jpg
2t5njv5uufnj911nh1ej,2809,2019-11-15T08:48:11+02:00,2019-11-18T08:12:40+02:00,"Tuuli tai ilkivalta on kaatanut pelastustikkaat, pelastusrenkaan ja niiden telineen Vuosaaressa pistolaiturilla Hiekkajaalanranta 1:n kohdalla. T. Minna Kallankari ",Kaupunkiympäristö,General and other feedback,,,https://asiointi.hel.fi/palautews/rest/v1/attachment/3ka8m40u1pnm1248kk1v.jpg
l1b5308i3o8bb1qd32sh,2806,2020-05-29T23:10:56+03:00,2020-06-02T10:18:40+03:00,"Tyhjän liikekiinteistön piha on epäsiisti. Voiko kaupunki puuttua?",Kaupunkiympäristö,City environment,60.1536789,24.877982,https://asiointi.hel.fi/palautews/rest/v1/attachment/4upkt1do7o7fq7phrkqj.jpg
1rl9dequlkqh5pnrn72m,2809,2020-05-26T11:25:45+03:00,2020-05-28T12:13:10+03:00,"Tyhjästä useammin",Kaupunkiympäristö,General and other feedback,60.2064774,25.1164973,https://asiointi.hel.fi/palautews/rest/v1/attachment/217mbb2tnndgmunrdo17.jpg
1up81jkkmd5fndsmul49,2809,2019-09-04T14:10:53+03:00,2019-09-09T10:38:43+03:00,"Tyhjennys auttaisi",Kaupunkiympäristö,General and other feedback,60.228715,25.0133178,https://asiointi.hel.fi/palautews/rest/v1/attachment/b1kqnmssc3v4fbmp68ha.jpg
3h6p861c2o0ei6va6tuv,2806,2020-04-27T17:21:43+03:00,2020-04-30T12:38:07+03:00,"Tyhjennys kiitos",Kaupunkiympäristö,City environment,60.2515373,24.8593972,https://asiointi.hel.fi/palautews/rest/v1/attachment/ugah7cvu4n2o7uvvmpqp.jpg
2sn6ipma2kk5e0qq916s,2806,2019-09-18T19:34:04+03:00,2019-09-25T10:10:02+03:00,"Tyhjennys olisi paikallaan, kiitos.",Kaupunkiympäristö,City environment,60.2761861,24.9972892,https://asiointi.hel.fi/palautews/rest/v1/attachment/2914v1gfvvkdr06jn0vo.HEIC
2d1acio835vi3sco39fl,2809,2020-02-18T17:26:43+02:00,2020-02-19T15:02:13+02:00,"Tyhjennys välit tiheämmiksi kiitos!",Kaupunkiympäristö,General and other feedback,60.2517161,24.8587282,https://asiointi.hel.fi/palautews/rest/v1/attachment/2o6rouhhj8nn73dlk4v2.jpg
30o6odkjfj0f6p0sb2o8,2806,2019-06-19T17:51:41+03:00,2019-06-25T08:55:05+03:00,"Tyhjennys välit tiheämmiksi kiitos.",Kaupunkiympäristö,City environment,60.2514562,24.8590364,https://asiointi.hel.fi/palautews/rest/v1/attachment/38osvkgaih35970lbqin.jpg
gj9210ot2mgbrafivm0r,2806,2020-03-16T14:12:23+02:00,2020-03-23T13:40:03+02:00,"Tyhjennys välit tiheämmiksi. Kiitos.",Kaupunkiympäristö,City environment,60.251926,24.8619779,https://asiointi.hel.fi/palautews/rest/v1/attachment/tf4240865jnvi5bqp95u.jpg
1s37ebui7jq8v8h0isps,2806,2020-01-29T14:43:26+02:00,2020-02-03T10:50:38+02:00,"Tyhjennystä kaipaava roskis",Kaupunkiympäristö,City environment,60.2078367,25.0731835,https://asiointi.hel.fi/palautews/rest/v1/attachment/3dccj1k3idba2i65n5as.HEIC
598mpmidqdngipnv5cuu,2806,2019-06-11T14:48:10+03:00,2019-06-25T08:55:05+03:00,"Tyhjennystä kaivataan kiitos.",Kaupunkiympäristö,City environment,60.2494073,24.8652749,https://asiointi.hel.fi/palautews/rest/v1/attachment/6c1kcqmju5kphireln62.jpg
2jasg4u3m9hfu6m585s0,2809,2019-08-22T14:34:56+03:00,2019-09-06T10:30:07+03:00,"Tyhjennystä kiitos",Kaupunkiympäristö,General and other feedback,60.2521415,24.8621215,https://asiointi.hel.fi/palautews/rest/v1/attachment/22gj199obbcklcs4vqfp.jpg
18ir0iv5j0a7n4u912eg,2806,2019-09-10T10:16:57+03:00,2019-11-25T08:05:07+02:00,"Tyhjennystä kiitos",Kaupunkiympäristö,City environment,60.2529039,24.8705519,https://asiointi.hel.fi/palautews/rest/v1/attachment/l6mi8qt29egrvg0ma43e.jpg
1dq38hbeir70bvuobra3,2806,2020-02-04T15:29:56+02:00,2020-02-05T15:45:06+02:00,"Tyhjennystä kiitos",Liikenneliikelaitos,City environment,60.2517523,24.8589809,https://asiointi.hel.fi/palautews/rest/v1/attachment/2ls390tankl4f74a437t.jpg
2tfslh86j5ml82jvckek,2809,2020-05-03T17:26:33+03:00,2020-05-07T13:00:03+03:00,"Tyhjennystä kiitos tai isompi roskis.",Kaupunkiympäristö,General and other feedback,60.2518785,24.8595221,https://asiointi.hel.fi/palautews/rest/v1/attachment/1e73nlh98lcpp56epf68.jpg
e0rg6kes6hnrs0vkjp1o,2806,2019-12-09T14:09:36+02:00,2019-12-31T09:37:33+02:00,"Tyhjennystä kiitos. Aseman päädyissä usein roskikset täynnä. Tyhjennysvälit tiheämmiksi kiitos!",Liikenneliikelaitos,City environment,60.2511424,24.8593989,https://asiointi.hel.fi/palautews/rest/v1/attachment/1u6pho01jf66nphdas18.jpg
38hd668jc5hthqcmun89,2806,2019-11-03T17:28:23+02:00,2019-11-14T14:58:34+02:00,"Tyhjennystä tiheämmin kiitos",Kaupunkiympäristö,City environment,60.2515106,24.8595418,https://asiointi.hel.fi/palautews/rest/v1/attachment/1hgfbhhlj7u8b6c965r9.jpg
3k91jc3pktlsluieont8,2806,2020-05-07T17:06:29+03:00,2020-05-22T11:10:01+03:00,"Tyhjennystä tiheämmin tai isompi roskis, kiitos.",Kaupunkiympäristö,City environment,60.251007,24.8673992,https://asiointi.hel.fi/palautews/rest/v1/attachment/33degg8u9grbr563n8bm.jpg
3k1rtr8cliamb35na47f,2806,2019-10-23T15:51:33+03:00,2019-10-24T12:24:32+03:00,"Tyhjennystä useimmin kiitos",Kaupunkiympäristö,City environment,,,https://asiointi.hel.fi/palautews/rest/v1/attachment/2dqrlljsj7hacgmkbat2.jpg
sofvv1jqvvced55v9u28,2806,2020-03-12T15:35:53+02:00,2020-03-17T09:26:46+02:00,"Tyhjennystä vailla",Kaupunkiympäristö,City environment,60.2519082,24.8621405,https://asiointi.hel.fi/palautews/rest/v1/attachment/3m806ietcrtrtrc2j2eh.jpg
c1gsq1va6363msc47vaa,2806,2020-05-26T18:06:09+03:00,2020-05-29T08:20:01+03:00,"Tyhjennysväliä pitäisi tihentää. Tilanne sama joka viikko.",Kaupunkiympäristö,City environment,60.2026539,25.1596153,
6lav4mn3c71cu8r7nl4m,2806,2019-11-19T15:45:39+02:00,2019-11-21T08:46:12+02:00,"Tyhjennysvälit tiheämmiksi kiitos",Liikenneliikelaitos,City environment,60.2514836,24.8595238,https://asiointi.hel.fi/palautews/rest/v1/attachment/48q81or1k019h4kra2cg.jpg
2be14sp7s3j5kiu26ono,2806,2019-12-09T14:17:57+02:00,2019-12-10T09:55:57+02:00,"Tyhjennysvälit tiheämmiksi kiitos!",Kaupunkiympäristö,City environment,60.2518156,24.859396,https://asiointi.hel.fi/palautews/rest/v1/attachment/1negnj21qpeoim9qb9nt.jpg
o1obls5plgtk36t1h82j,2806,2019-12-13T13:52:46+02:00,2019-12-16T15:40:02+02:00,"Tyhjennysvälit tiheämmiksi, kiitos!",Kaupunkiympäristö,City environment,60.2473661,24.861636,https://asiointi.hel.fi/palautews/rest/v1/attachment/35h8p7jtskcqrn0rhdbi.jpg
3b7soerl9fib3pavudvi,2809,2019-06-19T08:36:43+03:00,2019-06-20T12:25:03+03:00,"Tyhjentääkö roskiksia kukaan? Voisitteko edes vähän panostaa kaupunkilaisten viihtyvyyteen ja tyhjentää roskikset. Taas törkeän näköinen ympäristö. Samoin oli eilen Narinkkatori Kampissa aivan kaatopaikan näköinen. Joko roskikset pieniä ja huonoja tai sitten ihmiset sikoja. Resurssipulaan on turha vedota. Meillä on Helsingissäkin tuhansia työttömiä. Tyhjentäkää nyt niitä roskiksia tiheämmin tai investoikaa isompiin ja parempiin. ",Kaupunkiympäristö,General and other feedback,60.1765636,24.9218953,https://asiointi.hel.fi/palautews/rest/v1/attachment/fmql05n790anhm5dk640.HEIC
bi1ebfklun9octp71nfr,2809,2020-03-20T15:17:27+02:00,2020-03-23T12:40:01+02:00,"Tyhjentäisittekö, kiitos.",Kaupunkiympäristö,General and other feedback,60.1618134,24.8809414,
3h8s2v1iiqvk75cshs0e,2809,2019-10-30T08:28:44+02:00,2019-11-25T08:05:03+02:00,"Tyhjentäkää roskikset. Urkupillintien vieressä",Kaupunkiympäristö,General and other feedback,60.2434308,24.8755722,https://asiointi.hel.fi/palautews/rest/v1/attachment/2gql7fhpk2v8f8smoq39.jpg
3dqmgophqg53v1fsn8pn,2809,2019-09-07T22:51:33+03:00,2019-09-09T12:39:10+03:00,"Tyhjentäkää viikin bussipysikin roskis! Kiitos!",Kaupunkiympäristö,General and other feedback,60.1680614,24.9339659,
1ef768ucm3jl2oachv38,2809,2019-06-26T16:59:50+03:00,2019-07-10T07:35:03+03:00,"Tyhjentäkää, pls",Kaupunkiympäristö,General and other feedback,60.1760698,24.9215901,
3noen21ucl9s75shgipo,2806,2019-07-21T15:04:57+03:00,2019-07-30T07:40:02+03:00,"työkone jalkakäytävälle pysäköitynä.ks. kuva",Kaupunkiympäristö,City environment,60.1567486,24.9453686,
36936cnoqqsrn1ilnk9e,2806,2020-04-18T12:20:00+03:00,2020-04-23T08:10:02+03:00,"Työkoneita ei ole ollut paikalla vuoteen.",Kaupunkiympäristö,City environment,60.1881765,24.9363046,https://asiointi.hel.fi/palautews/rest/v1/attachment/2u2mfm1kbs0idlvgq71l.jpg
2o58vvaf9k3mhpdg72co,2806,2019-07-30T15:06:39+03:00,2019-08-01T11:40:02+03:00,"Työmaa aitojen sisäpuolelle pysäköity auto.",Kaupunkiympäristö,City environment,60.1670794,24.9269251,https://asiointi.hel.fi/palautews/rest/v1/attachment/3si31o5h1bi1gek4fpeu.jpg
1oqsab95n8qao9tnhng6,2806,2020-01-03T09:51:54+02:00,2020-01-07T09:09:46+02:00,"Työmaa alue suojatiessä kiinni, työmaalle parkkeerattu autoja.",Kaupunkiympäristö,City environment,60.1641889,24.9445098,https://asiointi.hel.fi/palautews/rest/v1/attachment/3f28ihrf0thmpm5r0lru.jpg
qcacir78o4l4hrh45fgr,2806,2019-08-07T11:18:35+03:00,2019-08-09T14:55:02+03:00,"Työmaa laajentunut ilmeisesti vuokra-alueen ulkopuolelle. Rakennustarvikkeita varastoitu alueelle epämääräisesti ilman suoja-aitoja.",Kaupunkiympäristö,City environment,60.1619788,24.9395789,https://asiointi.hel.fi/palautews/rest/v1/attachment/irs6njfs89js9av67mq1.jpg
1vbm1atdogqv2rmjju9t,2806,2019-09-20T09:34:36+03:00,2019-09-23T14:40:02+03:00,"Työmaa on aidannut pysäköintialuetta, ei ole mitään varaus kylttejä. Onko luvallinen ??? Katajanokalla on parkkipaikat kortilla, eri remonteista johtuen.",Kaupunkiympäristö,City environment,60.1682184,24.9712338,https://asiointi.hel.fi/palautews/rest/v1/attachment/3vcmnleq4geq1i1b1kim.jpg
20avm9ij6o445a8t5hi5,2806,2019-09-10T11:16:00+03:00,2019-09-16T07:50:07+03:00,"Työmaa on levinnyt jalkakäytävälle, eli se toimii heidän varastona, aluetta tai tavaraa ei ole aidattu tai merkitty.",Kaupunkiympäristö,City environment,60.1717045,24.9321391,https://asiointi.hel.fi/palautews/rest/v1/attachment/ek5dtfhsjkcurgou8t7i.jpg
106a30dhefam9poi088j,2806,2019-08-19T14:50:36+03:00,2020-01-02T12:55:03+02:00,"Työmaa on levittäytynyt suojatielle. Kevyenliikenteen ohjaus puutteellinen, suojatiemerkki siirtolavan takana. Liikenteenohjaus merkinnät harhaanjohtava, määräysmerkki ohjaa työmaalle. Siirtolavan kyytiin ottaminen tapahtuu suojatietä.",Kaupunkiympäristö,City environment,60.1781197,24.9467565,https://asiointi.hel.fi/palautews/rest/v1/attachment/jbh54cjjgu01h1pa0dg0.jpg
3jva2tjqih98ouq2dqsk,2806,2019-08-05T18:14:06+03:00,2019-08-09T07:20:03+03:00,"Työmaa on nostotyön nimikkeellä jalkakäytävän koko leveydeltä. Vastaakohan tämä rajaus (ei poikittaista aitaa) ja jalankulkijoiden ohjaus lupaa? ",Kaupunkiympäristö,City environment,60.2291596,24.8851546,https://asiointi.hel.fi/palautews/rest/v1/attachment/3n3f4skvacnud8v734h8.JPG
11pv58dojbm0688n0t6m,2806,2020-03-01T13:47:41+02:00,2020-03-10T11:30:02+02:00,"Työmaa on ottanut jalkakäytävältä tilaa roskalavalle, tämä jo monta päivää sitten. Lava on melkein risteyksessä joten kun pyörällä kääntyy Kaikukadulta Sörnäisten Rantatien pyörätielle niin lava aiheuttaa vaaratilanteita kun tulee yllättäen eteen, lava myös ohjaa jalankulkijat pyörätielle.",Kaupunkiympäristö,City environment,60.1819572,24.9612205,https://asiointi.hel.fi/palautews/rest/v1/attachment/1gp5mffdppk2clb4hpmr.jpg
2ntl58rsus2qbivtuuc0,2806,2019-07-18T10:29:08+03:00,2019-11-01T10:20:02+02:00,"Työmaa on poissa, mutta liikennemerkki edelleen tukkii yhdistetyn väylän, kuten myös Atoyn huoltoautot.",Kaupunkiympäristö,City environment,60.204697,25.050239,https://asiointi.hel.fi/palautews/rest/v1/attachment/skqrbag1ptsmsotpffef.jpg
2qkb47r400em53ptutmn,2806,2019-10-09T09:12:27+03:00,2019-10-09T14:45:02+03:00,"Työmaa on poistanut asukaspysäköintimerkin, toimenpiteen johdosta Kankurinkatu 7:n kohdalla vapaa pysäköinti. Työmaan kodalla on kuormalavoja ja työmaan auto. Pursimiehenkatu puolelta puuttuu suojatiemerkki ja työmaan suoja-aidat ovat suojatien asti.",Kaupunkiympäristö,City environment,60.1600121,24.9373135,https://asiointi.hel.fi/palautews/rest/v1/attachment/c3lh31hcibdelpkvb6q1.jpg
1plbgt5oeperdvm6pjtu,2806,2019-09-11T07:54:14+03:00,2019-09-16T07:50:06+03:00,"Työmaa on rajattu muovinauhalla ja aitoja on kaatunut tuulessa.",Kaupunkiympäristö,City environment,60.1634431,24.9246279,https://asiointi.hel.fi/palautews/rest/v1/attachment/1vn01jho5ig7ka15t5kj.jpg
2bvpi90ekha0jl1ha851,2809,2019-09-13T13:54:43+03:00,2019-09-13T14:47:27+03:00,"Työmaa on sotkenut koko kadun pätkän savella, tässä kohtaa kuuluu pyörällä ajaa autotiellä, savipaakut vaarallisia ja tien pinta sateella liukas savesta! Muutenkin työmaan järjestelyt ovat kaupungin ohjeistuksen vastaisia ja puhtaana pito laiminlyöty!",Kaupunkiympäristö,General and other feedback,60.2799414,25.0379555,https://asiointi.hel.fi/palautews/rest/v1/attachment/2p9lnc1i632h33qid3sm.HEIC
1bugtuqv68rrghgg74g4,2806,2020-04-16T13:29:19+03:00,2020-04-22T08:25:01+03:00,"Työmaa on taas levittäytynyt työmaa-alueen ulkopuolelle, nyt kahden lavan voimin. Lavat ohjaavat jalankulkijat pyörien reitille, ja törmäyskurssille. ",Kaupunkiympäristö,City environment,60.181984,24.9608421,https://asiointi.hel.fi/palautews/rest/v1/attachment/qe2mca7b4s96m90c4cbh.jpg
2uvihcn73emat92q9ovm,2806,2020-04-29T07:44:37+03:00,2020-05-11T09:35:01+03:00,"Työmaa on taas tuonut lavan työmaan ulkopuolelle. Eikö niille voisi sanoa, että pysyvät siellä aitojen sisällä. ",Kaupunkiympäristö,City environment,60.1820469,24.9611123,https://asiointi.hel.fi/palautews/rest/v1/attachment/22s7ov4vqp4sahq0fsn1.jpg
1u9hlarg2ai5aecpts3q,2806,2019-09-08T19:53:15+03:00,2019-09-11T08:20:03+03:00,"Työmaa on todella alaarvoisesti tekeillä !! Varoitus valot on SURKEAT, ÄÄRIMMÄISEN HENGENVAARALLINEN !KATSOKAA EDES SILLALTA KUINKA LAPSELLISTA TYÖMAASSA .......ON LAUTAN KIINNITYKSET, SUORANAINEN IHME ETTÄ EI OLE SATTUNNUT ONNETTOMUUTTA!!!!! Laittakaa nyt joku ihminen joka ymmärtää MERIOLOSUHTEET, MISTÄ TUULEE YMMMMM.........VAROITUSVALOT VILKUT .....T.JUSSI",Kaupunkiympäristö,City environment,60.3014414,25.017887,
3no23t0bpgcpsipnbqv1,2806,2019-06-24T10:01:17+03:00,2019-10-30T10:35:06+02:00,"Työmaa peittänyt pysäköinti ohjaavan liikennemerkin pyva321",Kaupunkiympäristö,City environment,60.1649361,24.950326,https://asiointi.hel.fi/palautews/rest/v1/attachment/1ma1ah0eko0f8tnd24pc.jpg
2mgqjjiddb2jso29duqj,2806,2019-08-28T09:45:29+03:00,2019-09-19T13:05:01+03:00,"Työmaa poistanut pysäköintiä ohjaavan liikennemerkin kankurinkadun ja pursimieskadun risteyksessä PV321",Kaupunkiympäristö,City environment,60.1590786,24.9371892,https://asiointi.hel.fi/palautews/rest/v1/attachment/2brf5rkquo7fmnspdffh.jpg
rnk31379lv7j8edo9ocd,2806,2019-07-10T12:06:41+03:00,2019-07-15T15:10:02+03:00,"Työmaa sulkee jalkakäytävän. Ei jalankulkun ohjausta.",Kaupunkiympäristö,City environment,60.1741224,24.9220812,https://asiointi.hel.fi/palautews/rest/v1/attachment/veco2l6jm6h6f537l74q.jpg
12djtalt994arn5noqdr,2809,2019-08-07T11:26:08+03:00,2019-08-08T12:34:28+03:00,"Työmaa tavaroita varastoitu ilman suoja-aitoja epämääräisesti.",Kaupunkiympäristö,General and other feedback,60.1620419,24.9402272,https://asiointi.hel.fi/palautews/rest/v1/attachment/1l40b565fh0ukh7keb6o.jpg
1bgp3udk71363p92enk9,2806,2019-09-17T20:52:20+03:00,2019-10-15T10:45:02+03:00,"Työmaa tukkii kevyenliikenteenväylän, suojatien, jne. Karttapalvelun mukaan työmaa vallannut lisää tilaa vuokraamansa alueen ulkopuolelta, eli Klaneettitien kevyenliikenteen väylältä. Voisiko tarkastaja käydä ja sanktioida harmaantalouden harjoittamisesta.",Kaupunkiympäristö,City environment,60.2383156,24.8763858,https://asiointi.hel.fi/palautews/rest/v1/attachment/pc1l38odeintc5hh138t.jpeg
2l9mo9h4pvmanrhgtii5,2806,2019-11-27T09:01:00+02:00,2019-11-28T13:10:02+02:00,"Työmaa varannut jalkakäytävää imu- ja pumppuautoille. Työmaan kohdalla suojatie, on ohjaus merkit mutta suojatietä ei ole selkeästi poistettu käytöstä esim. aitaamalla. Pienet kulkijat vaarassa erityisesti.",Kaupunkiympäristö,City environment,60.1747919,24.9521848,https://asiointi.hel.fi/palautews/rest/v1/attachment/36ld3u7ietuurk0rn4qo.jpg
1395k2l570ebj63o6bth,2806,2019-06-24T11:27:11+03:00,2019-06-25T12:48:51+03:00,"työmaa-aita ei heijastava, ei erotu pimeässä. kompastumisvaara aidan tukijalkoihin",Kaupunkiympäristö,City environment,60.187463,24.8784695,
21phqfifniicoa5n3qj6,2806,2019-12-09T13:27:43+02:00,2020-01-13T10:15:08+02:00,"Työmaa-aita kaatunut kevyen liikenteen väylälle. Tanko törröttää, ei varoitusmerkkejä.",Kaupunkiympäristö,City environment,60.2252955,24.9874775,https://asiointi.hel.fi/palautews/rest/v1/attachment/1p9rsmkkup38r422o1b4.jpg
10pof19ddd1uhodgpfrd,2809,2020-01-21T18:32:29+02:00,2020-01-23T08:10:01+02:00,"Työmaa-aita kaatunut pyörätielle Pasilassa ",Kaupunkiympäristö,General and other feedback,60.1958317,24.9346312,https://asiointi.hel.fi/palautews/rest/v1/attachment/13p61gh7v1eg4jb0474n.jpeg
2fdj2eh59265bfgbjg54,2809,2019-11-26T07:07:48+02:00,2019-12-10T10:20:02+02:00,"Työmaa, soraa pyöräkaistalla. Koskee myös koko Mannerheimin tien osuutta. Puhdistusta kiitos.",Kaupunkiympäristö,General and other feedback,60.200764,24.8992996,
vualsvr78rm5ud736fst,2806,2019-06-17T11:02:44+03:00,2019-06-19T18:25:03+03:00,"työmaajärjestelyt vaaralliset",Kaupunkiympäristö,City environment,60.1871694,24.871766,
2r1l0dopl8q1th2773kf,2806,2019-09-05T16:28:29+03:00,2019-09-06T10:20:02+03:00,"Työmaakoneet ja kuorma-autot tukkivat jatkuvasti jalkakäytäviä Isonnevankujan ja eliel-saarisentien risteyksesä. Osa jalkakäytävistä on jo suljettu työmaan takia. Voisiko jäljellä olevat pitää käyttökelpoisina. Kuvan koneessa ei ollut ketään sisällä eikä lähistöllä näkynyt ketään. ",Kaupunkiympäristö,City environment,60.2167235,24.8895456,https://asiointi.hel.fi/palautews/rest/v1/attachment/6koq3v43h6b4cfprsnho.JPG
3cau91gk5drfr4i0cs80,2806,2019-08-22T21:08:18+03:00,2019-08-23T12:18:01+03:00,"Työmaakuoppa oli ainakin päivällä täysin ilman valvontaa ja suojattua kiertoreittiä. Alakoululaisetkin kävelivät vieressä ajoradalla.",Kaupunkiympäristö,City environment,60.1613601,24.9409848,
2g9alrmntbotsqbvbclg,2809,2020-01-30T06:41:01+02:00,2020-01-31T10:33:09+02:00,"Työmaalla katu tulvii.",Kaupunkiympäristö,General and other feedback,60.2015379,24.9303285,
22tj7gpi0l521gd0ot0u,2806,2019-10-12T19:36:58+03:00,2019-10-21T09:05:02+03:00,"Työmaamerkki on jäänyt jalkakäytävän reunaan. Mitään työmaata ei tässä ole ollut Nuijamiestentiellä pitkiin aikoihin.",Kaupunkiympäristö,City environment,60.2171228,24.9069704,
7g6ns7g48b4qit86f840,2806,2019-09-12T18:01:54+03:00,2019-09-18T08:45:03+03:00,"Työmaan aiemmin asetettu 30 km/h kumoutuu hetkeä myöhemmin tuoreella 40 km/h aluemerkillä. Tämä on toinen palaute aiheesta, koska edellisellä ei näytä olleen vaikutusta useammassa viikossa. ",Kaupunkiympäristö,City environment,60.2281347,24.893802,https://asiointi.hel.fi/palautews/rest/v1/attachment/473h4akcpean8d5b1hbu.jpg
eg5no69n0jr1qercrv9u,2806,2019-08-20T21:02:26+03:00,2019-08-22T09:26:14+03:00,"työmaan ajoneuvot jalkakäytävällä, ks. kuva",Kaupunkiympäristö,City environment,60.1754018,24.9510669,
dkn7sffe8eo5lv157bad,2806,2020-01-30T08:17:23+02:00,2020-02-05T08:00:01+02:00,"Työmaan jälkeen olevaa suojatiemerkkiä /suojatietä on vaikea havaita, työmaan koneiden takia. ",Kaupunkiympäristö,City environment,60.1823483,24.9497591,https://asiointi.hel.fi/palautews/rest/v1/attachment/2v1vhq2un27ol97mmbk9.jpg
4pov4m1r9tj3kgd13v8h,2806,2019-07-03T09:28:34+03:00,2019-07-30T07:25:03+03:00,"Työmaan kohdalla jalkakäytävä suljettu, kevyenliikenteen ohjausmerkit ovat. esim. Suojatietä ajoradan yli ei ole.",Kaupunkiympäristö,City environment,60.1725408,24.9572863,https://asiointi.hel.fi/palautews/rest/v1/attachment/31b4trhbh1v96gcodqeh.jpg
8pn72i45s9bmdutn612c,2806,2019-07-08T08:41:00+03:00,2019-07-12T08:15:02+03:00,"Työmaan kuljetuksista seuraa Runar schildtin polulle täyskatkoja. Tämä lienee sinänsä luvallista, mutta toisenlaisella kalustolla vältettävissä. Kehoitus kiertää pensaikon kautta ei oikein riitä. ",Kaupunkiympäristö,City environment,60.2295896,24.8842327,https://asiointi.hel.fi/palautews/rest/v1/attachment/2rg2slb39flaug8f6jjr.JPG
3ev5t74v3qso61qemjpm,2806,2020-01-16T13:57:47+02:00,2020-01-17T13:05:02+02:00,"Työmaan merkki + nopeusrajoitus unohtuneet. Vastapuolelta poistettu yli 1/2 vuotta sitten.",Kaupunkiympäristö,City environment,60.2084876,25.0416783,https://asiointi.hel.fi/palautews/rest/v1/attachment/363al0ppffgl2ltnng5m.jpg
3k6pv4833iqq8980u1o2,2806,2019-09-14T14:07:42+03:00,2019-11-12T12:10:05+02:00,"työmaan poikia häiritsee?",Kaupunkiympäristö,City environment,60.1708407,24.9470205,
2kad388ilvhuefkbdl8i,2806,2019-12-18T10:57:13+02:00,2020-01-09T08:45:02+02:00,"Työmaan rakennustelinee peittävät liikennemerkin. Katualue varaus, työmaan autoja aidatulla alueella.",Kaupunkiympäristö,City environment,60.165503,24.9331065,https://asiointi.hel.fi/palautews/rest/v1/attachment/3to76jrbjt5sfrfilasn.jpg
2bs31hq4bee9fc47f90l,2806,2020-05-06T09:01:58+03:00,2020-05-15T10:30:02+03:00,"Työmaan takia suojatie on muuttunut vaaralliseksi, merkkiä on vaikea havaita ajoissa työmaan varastokontin takia, varastoitujen  rakennustelineiden, rakennustarvikkeiden ja työkoneen takaa on myös vaikea havaita ajoissa suojatiellä astuvaa jalankulkijaa.",Kaupunkiympäristö,City environment,60.1883026,24.9604921,https://asiointi.hel.fi/palautews/rest/v1/attachment/71ssp02af694j969okql.jpg
utd1652vk13n3ha14gti,2806,2019-06-26T17:41:44+03:00,2019-06-27T15:31:31+03:00,"Työmaan takia tämä tienpätkä on suunniteltu huonosti pelkäksi pyörätieksi, aamuisin sen tukkii jakeluautot ja päivisin jalankulkijamassat. Parkkipaikat pitää poistaa ja pyöräily siirtää ajoradalle työmaan ajaksi. Kaikki eivät mahdu näin kapealle tielle.",Kaupunkiympäristö,City environment,60.1721297,24.9389658,https://asiointi.hel.fi/palautews/rest/v1/attachment/18g3gtmnl9pldgtkqcb4.jpg
avmfs532hida0dt58eh5,2809,2019-12-20T09:38:47+02:00,2020-01-13T13:30:01+02:00,"Työmaan takia tilapäinen suojatie huonossa kohtaa. Tavaraa työmaalle toimittavat kuorma-autojen perät suojatiellä.  Olisi voinut olla n. 10metriä aikaisemmin. Olisi paljon turvallisempi.",Kaupunkiympäristö,General and other feedback,60.1671194,24.9347062,https://asiointi.hel.fi/palautews/rest/v1/attachment/39r1lob2ak53cqf10bd9.jpg
2f70dhsjetfadll1d592,2806,2019-10-24T12:24:25+03:00,2019-11-13T14:10:03+02:00,"Työmaan tavarat levitelty nurmikolle. Aluevuokraus palvelussa ei näkynyt vuokrausta. Nurmikot on ajettu rikki monesta paikkaa. ",Kaupunkiympäristö,City environment,60.2148158,24.9599912,https://asiointi.hel.fi/palautews/rest/v1/attachment/2og9pb6sgs1jtavt8mv7.jpg
